SMM4H2022Uf0Oxd3mi4fNoV2a	ADE	doctors refuse to listen even to doctors dr duane graveline astronaut aerospace medical research scientist flight surgeon family doctor was given lipitor to his cholesterol temporarily lost his s t memory	9	213
SMM4H2022s1Zn22jgSVGrasWa	ADE	bloated today adderall hangover	18	49
SMM4H2022qZqN9jjRD5Bhk37E	ADE	fart like buggery	61	78
SMM4H2022aSuoYosdjB6Lb43q	ADE	drunk	75	80
SMM4H2022wvj3sx6Qhv1O0syX	ADE	acidosis	123	131
SMM4H2022iTRgAHEyjPzWS7vS	ADE	hallucinating	91	104
SMM4H20228vFMAL0NoDZpuQTZ	ADE	pain	35	39
SMM4H2022DZ5yPvaeicULnbXG	ADE	hyper not chill	67	82
SMM4H2022qcIAfmm6wDxbkbed	ADE	knocked me out last night probably bc i tried taking it nasally	9	72
SMM4H2022wyRyym737XahkuqC	ADE	double vision	33	46
SMM4H2022iQ284c6TW4WGyXSA	ADE	weak	21	25
SMM4H202294rFNyud0rCu9ntS	ADE	heart started to beat fast	48	74
SMM4H2022Qm3z9MPj6rlAB1O9	ADE	shaky	44	49
SMM4H2022K93QunxZV2ni6V3I	ADE	wide awake or exhausted	36	59
SMM4H2022DUu1svzkMiSxcodR	ADE	reaction	25	33
SMM4H2022q5XtQn60Y9Dr1edB	ADE	vibrating	70	79
SMM4H2022bXp4SWpCCHCk9Hme	ADE	lose a bunch of weight	40	62
SMM4H2022kkobwAqVNqA1GGuJ	ADE	withdrawal	53	63
SMM4H2022xrg3OdTdfNFp7pUh	ADE	gi	116	118
SMM4H2022ugDfMDBXl79sRcFc	ADE	on my veins	46	57
SMM4H2022Uam3u6R6hVIcVPTO	ADE	no appetite or sleep	40	60
SMM4H2022CxdAD8SLUr1d4iCz	ADE	trashed my immune	116	133
SMM4H2022C5Ub9pXNZm16kk9Q	ADE	worse than the pain	54	73
SMM4H2022Sw9eCZnIFfFAdXxC	ADE	nauseous	75	83
SMM4H2022wHZlXxh2bN0k8r7B	ADE	have no appetite	17	33
SMM4H2022oyrh7t24NyMKcR9M	ADE	wings and i can t eat	36	57
SMM4H2022VbRv0HAR8toib8he	ADE	crashed my immune system	95	119
SMM4H2022oE3t4lSFkbBVRdni	ADE	sick	42	46
SMM4H2022znTrKAtvaUvXuK5R	ADE	trip	71	75
SMM4H2022vCaziQH3QJ3UT0F4	ADE	ur gut	101	107
SMM4H2022mfB4wigpCvNrg2Zo	ADE	can t get	79	88
SMM4H20224MP1GA3NOzagBkI7	ADE	gain weight	28	39
SMM4H2022odUsfY8J2fykgcSm	ADE	spaced out i also take anoxicillin as i may have infection	58	116
SMM4H2022MvLxh4YPLrctvN6I	ADE	brain zaps	42	52
SMM4H202216KhQbF51FA32nPh	ADE	panic attack	39	51
SMM4H2022DCr10RVidBQ2IBMB	ADE	puking	75	81
SMM4H2022l7Pgsq4iyKPLmX5R	ADE	sleepy and hyper at the same time chronic pain	49	95
SMM4H2022U81GrpMMl9UXzg0S	ADE	adderall gives you adhd	55	78
SMM4H202252D8BlolcuyWgRWY	ADE	sweats	54	60
SMM4H2022cy2133eJIKHLU6wj	ADE	hurting tonight and temp	28	52
SMM4H20221cQFASFOS1MOk84T	ADE	shakinglikeapolaroidpicture	99	126
SMM4H2022MK4mOq7LJg8Qu4aO	ADE	body is slowly being ruined	107	134
SMM4H2022eD7ek0FYm4Rlq9UU	ADE	having a cognitive transformation bigger	31	71
SMM4H2022eeI8WtUXdCDOwAkU	ADE	limping from the levaquin cure for my pneumonia that dissolved left knee cartilage	41	123
SMM4H2022LTdolNg03HL5PQZV	ADE	shaky	73	78
SMM4H2022YXZ49oLBgTYDH3id	ADE	@USER_____ glad that worked. humira made me sick, remicade stopped working, nothing works. cimzia on now, but not working well either	0	133
SMM4H20224bnAO1DJSAuUaBII	ADE	burns	27	32
SMM4H2022NwDNXPtXc3NXXPJ5	ADE	heartburn	56	65
SMM4H2022dvsUR2bwXApHtglg	ADE	dry mouth	70	79
SMM4H2022hwYiqypodp6XSH5J	ADE	put weight on	43	56
SMM4H2022ohmwlhDKB1XPn3mb	ADE	feeling like death	54	72
SMM4H2022RuygMyKZzTq5oysz	ADE	those 10 seconds seem to last	54	83
SMM4H2022KeZp4Pjlcg4JQV2O	ADE	nauseated	86	95
SMM4H2022ezKl1nxWE1U4SNaf	ADE	to kill	47	54
SMM4H20221CVwzj1j0WeskXde	ADE	brainzaps	115	124
SMM4H2022zSuCKIlROHf8vTG3	ADE	hurt	33	37
SMM4H2022mhJj5NUjeBKWkBJ8	ADE	strain on heart	54	69
SMM4H2022qiiqkaI6VJxOEi2K	ADE	@USER________ sure if it was bipolarity or adhd but since adderall didnt make me speedy its adhd? honestly not being able to afford help and having people constantly deny your shit is so hard. like i have virtually no memory now. my processing has vastly slowed in the past 5 years. and tbh-	0	291
SMM4H2022JZd17jELhsVD4SKq	ADE	hyperactive will have clean house but broken	86	130
SMM4H20227JaniNIsANkMQBGJ	ADE	rash	24	28
SMM4H2022GBvy78Ec2OXh6sUt	ADE	dizzy	116	121
SMM4H20227ap5BZLQtoUdm0qf	ADE	withdraws	72	81
SMM4H2022uTOKHhbxb7qlevTE	ADE	withdrawal	84	94
SMM4H2022mQ3wmI2VPLBf9LpE	ADE	sleepy	120	126
SMM4H2022bcNYvaX3w7tInnF7	ADE	flushing	53	61
SMM4H2022DDyX4W3SI0KBi57y	ADE	lunesta haze	50	62
SMM4H2022bddowmkPqtnvgW3g	ADE	fatigue	92	99
SMM4H20226zrjwtiY4okFe88Y	ADE	numb and tingly	19	34
SMM4H2022aYA1QemNs8EMknTw	ADE	feel great that day but always feel awful	29	70
SMM4H20226SatwJAHTXzvXryv	ADE	drunk when i take them that i m literally stumbling	59	110
SMM4H2022anaYOUHpyPWgM2zE	ADE	light headed	70	82
SMM4H2022dfdLQK3s5VdASY4S	ADE	with pots but i do have orthostatic hypotension	31	78
SMM4H2022FfrCqLkHhz29y0n9	ADE	80lbs	195	200
SMM4H2022Ys8iyvTW03X9uOpd	ADE	sleepy	13	19
SMM4H2022yhVJje5ZqXpGHdnd	ADE	nauseous	85	93
SMM4H2022p1NMdGuIEtPGHljb	ADE	cravings until you can t fit into your dress pants	56	106
SMM4H2022WbD4cvc5vXfoBiIU	ADE	weight gain	57	68
SMM4H2022kHiqC9Qq6YyUCJz7	ADE	sweating	37	45
SMM4H20228YktPocQCzUCNBaN	ADE	gobs up in my throat and i gag like the cat trying to hack up a hairball	51	123
SMM4H2022KmPIlrNduwWRhFfU	ADE	fatigue	77	84
SMM4H2022g6xgkC03OBnuxNU5	ADE	memory loss	10	21
SMM4H2022PiORX5tBVmxafsRJ	ADE	hurt so much amp my mouth goes numb	92	127
SMM4H2022ppcGuAW2q2L9bEzB	ADE	gaining 45 pounds	163	180
SMM4H2022srQFafj2M8fgkE8v	ADE	withdrawing	57	68
SMM4H2022ZSroEySOz8UFgBxM	ADE	drowsy	115	121
SMM4H2022GrcRSzb1lDS60cQ5	ADE	slump	33	38
SMM4H2022gwVwACG7rn9ll2r6	ADE	lucid dreams	37	49
SMM4H2022uibXDfMAgvvvZCzD	ADE	hangover	79	87
SMM4H2022xTSHtU0lSDcWelUZ	ADE	cramps	8	14
SMM4H20226TwXcyM0ocQOXK7k	ADE	stomach is on fire	63	81
SMM4H2022pZ7icVqWgeGL6oAv	ADE	body stopped responding	96	119
SMM4H2022Sd33fNxblXqCnPW3	ADE	headache	45	53
SMM4H2022f8czMtMQJ7spnz2I	ADE	eyes and mouth	99	113
SMM4H2022jhdJ1scYhRAUCwXe	ADE	wake up throughout the night	69	97
SMM4H2022yWTizjUQRRSVfwfx	ADE	jitterysteroids	44	59
SMM4H2022IXfIMU4qLe1jBSx1	ADE	user 8 months of no treatment went back to my original rheumy and she s trying to get me back on remi i was allergic	1	117
SMM4H2022tM7xixaTiGtdPgM0	ADE	not sleep	36	45
SMM4H20221tdxAkOnKgV74fDR	ADE	shaky and i m taking lunesta but i keep sleeping	60	108
SMM4H2022Zu71RaiceVYelkRX	ADE	weight gain	42	53
SMM4H2022zbqq6Caq8sycext3	ADE	not been sleeping	12	29
SMM4H2022bVATRwZ3ymzHsZfx	ADE	sick	103	107
SMM4H2022iBI6ZiGPrlGoTnmi	ADE	addiction	52	61
SMM4H2022AmJ3vlSKlglNoRby	ADE	withdrawals	18	29
SMM4H2022kTAEfoI5e0X5KVV9	ADE	constipation	0	12
SMM4H2022ipzOmCaYdin8N6UV	ADE	nap	29	32
SMM4H2022luVGNLriRHt3SjjQ	ADE	crazy	31	36
SMM4H2022xcBRWRomlUr6vTQ6	ADE	shrink an inch	25	39
SMM4H2022JIDWkBwKVLhyH0bj	ADE	tolerance	105	114
SMM4H2022PQyQvLLBtnADZyEm	ADE	sweating	43	51
SMM4H20222qQfcDHQPVLU62Oc	ADE	ache much but i do at times with the rebif i ached	25	75
SMM4H2022XlHHCXxB05cwTDkh	ADE	coma	59	63
SMM4H2022tyFBAZMyfe7mpOki	ADE	allergic	4	12
SMM4H2022RZHYRd0PYRPxnaeA	ADE	tired	6	11
SMM4H2022RLWOmUM15IZAYqcK	ADE	joint pain	16	26
SMM4H20228u4rDDtUW75HPlGz	ADE	glassy eyed	43	54
SMM4H2022XPeP8rMssSQRBGpM	ADE	lose weight	31	42
SMM4H20228IbyEkgqki7lku98	ADE	sicker	59	65
SMM4H2022kQIN1iSIsrvD865H	ADE	opiate withdrawels	98	116
SMM4H2022kvXIVrlQ56rPcc61	ADE	weird taste in my mouth	90	113
SMM4H2022wdtwKtzOdZT8E4mC	ADE	not want to eat	50	65
SMM4H2022Oi7joqB51lAPYSAn	ADE	answer is very simple helping vets doesn t give him a boner like military hardware parades and campaign style rallies do it s that damned viagra tolerance	4	158
SMM4H2022QkM3SaWszeGwVZpn	ADE	almost killed me	62	78
SMM4H2022NWydEIMKkNub4BPC	ADE	muscle pain	54	65
SMM4H2022y75JIxjHTjwvM8OA	ADE	drowsy	77	83
SMM4H2022ubH3jzS4yIDeoc02	ADE	soar and hands all jittery	89	115
SMM4H2022Er0WoCGXDmsFfQo6	ADE	feel worse	26	36
SMM4H2022IqLsfekU1FxBtnUR	ADE	nerve damage	103	115
SMM4H2022oPqCsDfFOU8G3746	ADE	dehydrated	73	83
SMM4H2022mkTR9s6jpUsqHWgE	ADE	slept for like 36 hours	50	73
SMM4H2022EhfELJR0X81kH4FH	ADE	hallucinate	55	66
SMM4H2022yChZaK2K3PXyl0Jn	ADE	cramps	45	51
SMM4H2022tsKlGgk2mXvV5xhN	ADE	mouth numb	17	27
SMM4H2022gGM4SzXEJDoldcfw	ADE	puke	20	24
SMM4H20221RdFHOACkPvAa3Nn	ADE	drunk	115	120
SMM4H2022vHCP4OpOBNkatLSz	ADE	addiction	36	45
SMM4H2022gcXI4haRY18rhOAI	ADE	migranes	61	69
SMM4H2022QGeRuEPAmBXDNQef	ADE	depression	55	65
SMM4H2022q04olNFJF0kDSR1D	ADE	lost some effectiveness	98	121
SMM4H2022Gblw5LVeqysjxwt2	ADE	soon sir levaquin did a number on my joints	15	58
SMM4H20221z5OlKi8lFubkaDP	ADE	my mouth feel like it was attacked with a hairdryer	41	92
SMM4H20221kKggeuAeMhF4nDZ	ADE	stopped working	18	33
SMM4H20228D5qOnwKmI5UmRxd	ADE	why am i more wheezy	8	28
SMM4H2022UULpisgEiV4eMkCQ	ADE	gaining weight	91	105
SMM4H20229t5c0BP8QYycENf9	ADE	skin reactions are painful	36	62
SMM4H2022E9rFf983tbuPZ1Hm	ADE	slept for three days	66	86
SMM4H20221uaNciWKdo1ERyk2	ADE	i took too much inhaler during dancing and i got the shakes and started getting dizzy ugh ventolin overdose	0	107
SMM4H2022Go1jJNTyNW85XkNk	ADE	memory loss	94	105
SMM4H2022xKXz2JHjmuw6EyPl	ADE	itchy skin but i really need scratch	57	93
SMM4H2022VSnui3AQNYgMNCBr	ADE	weight gain and hair loss	99	124
SMM4H202289dgEuGhV6YgSJtz	ADE	loopy	102	107
SMM4H2022VO9iOAC7gAy9gWAJ	ADE	havent slept for 26 hours im on adderall i cant scream	12	66
SMM4H2022UJirJsxFxPO26tbf	ADE	drowsy	103	109
SMM4H2022LVWQvvDEQT73IBPo	ADE	shock	101	106
SMM4H2022AolNYf51ABMxZCaY	ADE	i was having ; itchy feeling all over ,skin felt like it was crawling, muscle twitches, this always lasted over 2 hours after taking saphris	0	140
SMM4H2022MoSbH2oQWD4Rc373	ADE	dizzy rsdprobs	101	115
SMM4H2022k2Iy6n1SsxoqkYyS	ADE	shortness of breath and lung congestion	52	91
SMM4H20228WPTFoiD7UtEhnf2	ADE	hair falls off	74	88
SMM4H2022Fdzln4skQpezQnmg	ADE	brain damage	0	12
SMM4H2022ArD16QxQQWdiNAAQ	ADE	panic attacks	74	87
SMM4H2022F1dIUlxie40uvEPX	ADE	limb control	128	140
SMM4H2022l2BwGazSxoKknfHF	ADE	allergic reaction	41	58
SMM4H2022ckYX5qWt4tNJxAI0	ADE	suck out all my energy	9	31
SMM4H2022pmifSrR6bdl1GCog	ADE	horny but when i gain weight	48	76
SMM4H20227G82aNTWPIUVnqSw	ADE	awful	77	82
SMM4H2022oTXCYQq870jGy7HW	ADE	nightmares	61	71
SMM4H2022jT1QyiJ7eyplJije	ADE	sicker for longer i almost took imodium before i puked	74	128
SMM4H2022BdiPkLdLbsg6ZGtN	ADE	sleepy	45	51
SMM4H2022gaI3qFCfoMQwzyz2	ADE	heart palpitations to the point where i think i m about to have a cardiac arrest	35	115
SMM4H2022vfzSF69Ufs69Vvnf	ADE	depression	113	123
SMM4H2022UHXElqXANlAdEDOQ	ADE	brain s mushier	14	29
SMM4H20226NI80kNqQctG9lG6	ADE	violently ill	113	126
SMM4H2022mo5ijmxlyBrhqYKb	ADE	lovey dovey huggable	10	30
SMM4H2022LToUNrZ46zV9MVeX	ADE	bawling my eyes	90	105
SMM4H2022gyUp8AX5owVfxy8K	ADE	insomnia	66	74
SMM4H2022NiB6dmJTTP2sQG5n	ADE	chest feel like there s a tightness	37	72
SMM4H2022RKz8OdiGiScoIAtx	ADE	migraines	89	98
SMM4H2022sDCatVYKeZKhupNz	ADE	brain is mush	73	86
SMM4H2022fDEhRv0yhzATCs6L	ADE	emotionally unstable bitch	77	103
SMM4H2022IJjAKhS0Yx9F0zVS	ADE	infectious colitis the flagyl and levaquin have knocked me on my	45	109
SMM4H2022VtvHSa1Wppa9HrX9	ADE	heartburn amp lower back pain	30	59
SMM4H2022J3AZCplpotSJZgRz	ADE	psychotic	87	96
SMM4H2022sJREVhSwiC5jmdl9	ADE	levels and armour thyroid makes my heart beat	37	82
SMM4H2022AXOkc9y62FvwcN36	ADE	palpitating	7	18
SMM4H2022KaL1Olsm3LuJc6KF	ADE	@USER________ lexapro made me lethargic but also affected my sleep (insomnia) and had a few other issues. taking pristiq now, works for me.	0	139
SMM4H20224SFxl4XmzZjgf68a	ADE	hurting my joints less pain	93	120
SMM4H2022OI5BGtrSMunpTyNS	ADE	slpy	70	74
SMM4H20222K3DPM0aLnXPEVZ1	ADE	legs	24	28
SMM4H2022XW2RGpXjy5mEMUkA	ADE	dream ever note to self don t take a nap	29	69
SMM4H2022fnDW5hU78OXp4muV	ADE	cravings to eat	6	21
SMM4H2022DeF4AvYJmtS1fy52	ADE	light headed	109	121
SMM4H2022KAs5aHy2FIgcJ60x	ADE	tardive dyskonesia	62	80
SMM4H2022FlKPe80F8nSQlWdc	ADE	weight gain	65	76
SMM4H2022daMvA0ZUfzkewBn7	ADE	with the synthroid i only have wtf dreams	63	104
SMM4H2022bNl81yfiZGbURAoc	ADE	bleed	90	95
SMM4H2022NPC59074iK43bWp0	ADE	sick	134	138
SMM4H2022ukrsbM10Z1EjLfJ3	ADE	cum like 6 times	21	37
SMM4H2022CHHbkdACiKYSNNw1	ADE	hurt my tummy	29	42
SMM4H2022QLMxran0Xjof2JZO	ADE	takes away all his strength	76	103
SMM4H2022R61oBnQ4gNAAzsmq	ADE	headache	91	99
SMM4H2022xXvqG1F0XtHP3URh	ADE	taste gross	33	44
SMM4H2022YiRQmx4daIGqZgO7	ADE	allergic	34	42
SMM4H2022PRP7lfEHcuscFFxO	ADE	string many words together in an incoherent	64	107
SMM4H20227G8Da9tWPXr9dMfR	ADE	hunger	74	80
SMM4H2022qxebBBlFRgzdtKx0	ADE	puke	104	108
SMM4H2022ETMeBk8tPdjsAqtV	ADE	anxiety	31	38
SMM4H2022CTD2Ia7BSWE5jn18	ADE	mouth taste like iron	50	71
SMM4H2022ifPjZZ8LVkWCkdq9	ADE	passing out in public and losing chunks of my day	42	91
SMM4H2022GSUeiqFRBo41B3gp	ADE	ravenous ate everything in sight 6 months on but not anymore i am also type 1 diabetic	40	126
SMM4H20227V3LfrhRdgZlGrKt	ADE	throw up	26	34
SMM4H2022SpfXdnSFQxSuNkIx	ADE	tummy	17	22
SMM4H2022gxWWaSQsanlTU3eI	ADE	gained 20 lbs	56	69
SMM4H2022UF4NRsGhIG1GzjKu	ADE	dreams had me screaming	10	33
SMM4H2022zLqAcGUsMmBymCxH	ADE	clumsy	18	24
SMM4H2022ioFCIUgQEBNa8JtU	ADE	allergic reaction	39	56
SMM4H2022qUEKRWBBMQ2Gy5Fn	ADE	bonkers but i found strong	25	51
SMM4H2022wegGB045mgmp6Tug	ADE	reaction	58	66
SMM4H2022XflXhC63z2E2mKNi	ADE	double	109	115
SMM4H2022WT3bU9MKkoClFfkX	ADE	killed mom	116	126
SMM4H20222f3FwzTHHfsGfbOO	ADE	tummy hurts	35	46
SMM4H2022vmt3fU6gz0GyF1ja	ADE	after taste	67	78
SMM4H2022125ILQANB6bxLPog	ADE	18 trying to lose weight	68	92
SMM4H2022fJI7rtVBPcpyFylf	ADE	floating	55	63
SMM4H2022xyb469Mjg6u0CpmR	ADE	developed lymphoma from humira amp celebrex caused heart problems	24	89
SMM4H2022M9OB8CYZV2aZibMM	ADE	hives	26	31
SMM4H2022FZazocsP99U5XP86	ADE	losing weight	43	56
SMM4H2022WKstABeTiwaILawl	ADE	allergic	155	163
SMM4H2022K2VHvWiDIIRXGVxB	ADE	drowsiness	52	62
SMM4H2022GwUt4fOerWqoIjHk	ADE	withdrawals	15	26
SMM4H20222HkaIafOOJk36AnE	ADE	immunity	20	28
SMM4H2022Lyq4XSHRY5hATjgt	ADE	fat	33	36
SMM4H2022YWWviU9Da7JdwCH5	ADE	itchy	35	40
SMM4H2022S1EzuAXlipTd6T3a	ADE	racing heart	48	60
SMM4H20223AW2a8evFexoZhez	ADE	nervy	45	50
SMM4H2022waDmnXKBXKFoGmwB	ADE	withdrawing from pristiq must be like coming off heroin	63	118
SMM4H2022hhujjeBthPvT0uNv	ADE	gastro issues	40	53
SMM4H2022Rd7LN7QhE48TK0AX	ADE	shattered this time can t keep my eyes open	41	84
SMM4H20229j9yozkV1flM9yaM	ADE	munchies	73	81
SMM4H2022YCllKbyR4dPinxL8	ADE	diarrhea so she could take me outbid school but now i can t poop	46	110
SMM4H2022P6mObGAMjteLbGOA	ADE	knocked me out too much	50	73
SMM4H2022fi32nYF7RrLYGKmR	ADE	withdrawal	49	59
SMM4H2022LycgwsCH5f7q9i2T	ADE	pounds fatter	25	38
SMM4H2022Nkeda18maENx0hlM	ADE	burned	94	100
SMM4H2022876OPSO0QM40YL9R	ADE	reaction	52	60
SMM4H2022GJd4jCxHzzrSiQUx	ADE	thyroid	88	95
SMM4H202203cJg79OB3rrMQOc	ADE	sleepy	126	132
SMM4H2022o2852HmqLRs5m0ZE	ADE	swings while i was on it im on vimpat now and dehydration	53	110
SMM4H2022n2rMaFxZI8TrwMpu	ADE	pain back if i forget to change fentanyl patch buprenorphine withdrawal	17	88
SMM4H2022xYvq4eNy0iLteHQZ	ADE	lost a ton of hair	42	60
SMM4H2022Z0iePe9dp0brb5Gy	ADE	migraines	75	84
SMM4H2022V3C5AbjqIjKZgLHZ	ADE	weight	32	38
SMM4H2022Je7ld0UqkEmWWMEX	ADE	floating on them xanax swear to god it got me dizzy	0	51
SMM4H2022eyYDZWoNECVWTXfA	ADE	sex drive was non existent lol and my appetite was weird	50	106
SMM4H2022euB2kQVGtT5MUWev	ADE	undesirable sexual side	43	66
SMM4H2022wWqnQtrWVqmhqMi7	ADE	temperamental	46	59
SMM4H20225juiTyCOrCNyv3oQ	ADE	this increase in pregabalin (on fri) is making me so tired and a wee bit dizzy but anxiety is calmer when i feel like this :s	0	125
SMM4H20226Lq6s0pBGPTV55Rp	ADE	reaction to enbrel and it burns	41	72
SMM4H2022vDeE21lfrTNbo0w4	ADE	spasming	11	19
SMM4H2022UaKA7Zr5Z9gY2KEE	ADE	stupid	43	49
SMM4H2022uaz9y728c6Vo6AWB	ADE	fat and lazy	15	27
SMM4H2022Z6I3myFGooKa5sWO	ADE	asleep and want to stay in	75	101
SMM4H20229DSP3d4PM3foCHKw	ADE	puking	88	94
SMM4H2022VCsLBLVpGs14Q1MJ	ADE	tender amp red psoriasis	79	103
SMM4H2022jjGepSQaouE1SoMc	ADE	exhausted after their dose and need to sleep for	47	95
SMM4H2022tx6sHjcY7ev5VuuX	ADE	can t sleep	83	94
SMM4H2022fGoReTHv5dz7Z36Z	ADE	blue	32	36
SMM4H2022kMIuktognYwgGfY0	ADE	fast	40	44
SMM4H2022qJ7zTeZhjyy0TL5U	ADE	stomach probs for me thank goodness before this i was on viibryd amp my stomach was a mess	9	99
SMM4H2022PuGRzFVdtxZC1wg2	ADE	diarrhea	52	60
SMM4H2022mbTqpvtKWHKSayV2	ADE	leg cramps	28	38
SMM4H2022lpTWTNTrr9MKHTbE	ADE	it happens	29	39
SMM4H2022smwkN3SQ29q9UCyc	ADE	motor control jacked	108	128
SMM4H2022VJlsK5uWDN0zuuJB	ADE	floating	118	126
SMM4H2022wIDVnP8p1ns08Bab	ADE	pass out	58	66
SMM4H2022GrPAqsIWNkaTL9mu	ADE	basal rate	54	64
SMM4H2022IaD1uM8Z3LayA2HA	ADE	withdrawals	72	83
SMM4H2022sIEFSNT6Z8VJ4N7r	ADE	fatigue	55	62
SMM4H2022Oj8w5n0mzgisBVrJ	ADE	nauseous	46	54
SMM4H2022OsWKw1ESLkmxXo17	ADE	zombie	38	44
SMM4H2022BmzBme7AdPCbot5F	ADE	joints	63	69
SMM4H2022vzSN0N0AdHnPQ3ZK	ADE	dream	57	62
SMM4H2022CTT1iYgM1Jah1DKk	ADE	peeling very dry	64	80
SMM4H2022T0ZO15toqmf9LbL2	ADE	shitty dreams	48	61
SMM4H2022esiDvJ5k9KtA0bKq	ADE	methinks	0	8
SMM4H2022wJsDSYeoSgaiEDRh	ADE	opiate addiction the baby is going to be born amp have to withdraw	63	129
SMM4H2022Vxt0rfgFfLPrsiug	ADE	sleepy	88	94
SMM4H2022VEui3c04deIBXtPi	ADE	numb	23	27
SMM4H2022mD0lfXma45XCa5Xi	ADE	straight eyeliner wings	20	43
SMM4H2022URcJgmuuCRaMfFPk	ADE	itchy	4	9
SMM4H2022aKyxvtOp3YWiAdKn	ADE	nausea	15	21
SMM4H2022GnHFpdecm1rQKdfp	ADE	smoke like a chimney	31	51
SMM4H20226oKopZ1eNAklr5R9	ADE	sick	14	18
SMM4H2022MA6aBcgtBKfqBX5N	ADE	gain weight	38	49
SMM4H20224ENme8l2yx8y47RQ	ADE	withdrawal	69	79
SMM4H20220EuBTGU8Ojys9dYI	ADE	fog	30	33
SMM4H2022RNWKC8E9FqA3x7gT	ADE	light headed	14	26
SMM4H2022LAGIGbrme4r74XwU	ADE	migraine	29	37
SMM4H2022E7xOIm5DZ8g7uYbp	ADE	withdrawal	199	209
SMM4H2022TfvgK5TMrjDu2HhM	ADE	shake	115	120
SMM4H2022cdcBOSSCEKighhFC	ADE	body feel shitty	58	74
SMM4H20226CLlrUP2gp0xTM27	ADE	The adverse effects associated with febuxostat therapy include nausea, arthralgia,weakness, increased hepatic serum enzyme levels and rash.	0	139
SMM4H20227PdbhlrHYdy7dKPC	ADE	joint pain	26	36
SMM4H2022Gkqk3dQVziN7Mlvx	ADE	functioning when on pregabalin is next to impossible zombie	0	59
SMM4H20224pMVcM7aA6p3CRSj	ADE	drys out eyes amp mouth	102	125
SMM4H2022u92fZxejdJb1zoz9	ADE	lupus	37	42
SMM4H2022bzwDF94nv5sr5Gpv	ADE	tired	27	32
SMM4H2022uqfMIOcUlnMwOUHu	ADE	nightmares that youre not sure youve woken	30	72
SMM4H2022jYP41Q5rUlnm02ps	ADE	out of it	59	68
SMM4H2022Nh14G2MqCAEGIS31	ADE	seizure	96	103
SMM4H2022R15rFWfYA3hlkGsi	ADE	tired	109	114
SMM4H2022WzkwEiC0yMaOEy6m	ADE	flushed	49	56
SMM4H2022qwsfzqNc8Ei3SBEM	ADE	flushing is very uncomfortable	62	92
SMM4H2022lviMMb2oWYV5Zdtr	ADE	allergic reactoon	15	32
SMM4H2022SyJYbPl32q65vYTb	ADE	see double	47	57
SMM4H2022GmpfM08aPir118IU	ADE	headache	32	40
SMM4H2022bt1rIHXlgYxfW5b1	ADE	addicted	80	88
SMM4H2022aYOiJ80VE0jA5V73	ADE	withdrawl	12	21
SMM4H2022358vNfmSE2VolQru	ADE	falling asleep	75	89
SMM4H20224gnwICaTA6BTKN9N	ADE	twitches	75	83
